,row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,city,country,state,region,postal_code,product_name,sub-category,category
8873,3931,CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880,OFF-AR-10001044,145.54399999999998,7,0.2,16.3737,John Stevenson,Consumer,Seattle,United States,Washington,West,98103,"BOSTON Ranger #55 Pencil Sharpener, Black",Art,Office Supplies
5125,3932,CA-2016-132094,8/26/2016,9/2/2016,Standard Class,VG-21805,OFF-AR-10004165,5.472,3,0.2,1.6416,Vivek Grady,Corporate,Virginia Beach,United States,Virginia,South,23464,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Art,Office Supplies
6365,3933,CA-2016-132094,8/26/2016,9/2/2016,Standard Class,VG-21805,TEC-AC-10001109,47.984,2,0.2,13.1956,Vivek Grady,Corporate,Virginia Beach,United States,Virginia,South,23464,Logitech Trackman Marble Mouse,Accessories,Technology
5218,3934,CA-2017-123001,9/2/2017,9/8/2017,Standard Class,AW-10840,OFF-AR-10001919,9.4,5,0.0,2.7260000000000004,Anthony Witt,Consumer,Allen,United States,Texas,Central,75002,"OIC #2 Pencils, Medium Soft",Art,Office Supplies
6205,3935,CA-2017-123001,9/2/2017,9/8/2017,Standard Class,AW-10840,OFF-LA-10004544,74.0,5,0.0,37.0,Anthony Witt,Consumer,Allen,United States,Texas,Central,75002,Avery 505,Labels,Office Supplies
2075,3936,CA-2017-123001,9/2/2017,9/8/2017,Standard Class,AW-10840,TEC-PH-10003484,201.584,2,0.2,12.599,Anthony Witt,Consumer,Allen,United States,Texas,Central,75002,Ooma Telo VoIP Home Phone System,Phones,Technology
1839,3937,CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,OFF-EN-10001028,28.752,3,0.2,9.3444,Lycoris Saunders,Consumer,Dover,United States,Delaware,East,19901,Staple envelope,Envelopes,Office Supplies
2925,3938,CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,OFF-PA-10004156,27.216,3,0.2,9.8658,Lycoris Saunders,Consumer,Dover,United States,Delaware,East,19901,Xerox 188,Paper,Office Supplies
691,3939,CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,FUR-CH-10001708,197.372,2,0.3,-25.3764,Lycoris Saunders,Consumer,Dover,United States,Delaware,East,19901,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Chairs,Furniture
350,3940,US-2016-143448,12/10/2016,12/10/2016,Same Day,MH-17455,FUR-CH-10003379,1424.9,5,0.0,356.225,Mark Hamilton,Consumer,Jacksonville,United States,North Carolina,South,28540,Global Commerce Series High-Back Swivel/Tilt Chairs,Chairs,Furniture
523,3941,CA-2017-117863,5/18/2017,5/23/2017,Standard Class,TS-21340,FUR-FU-10002456,14.56,2,0.0,6.2608,Toby Swindell,Consumer,Houston,United States,Texas,Central,77041,"Master Caster Door Stop, Large Neon Orange",Furnishings,Furniture
6013,3942,CA-2017-117863,5/18/2017,5/23/2017,Standard Class,TS-21340,OFF-BI-10000605,3.048,1,0.2,1.0287,Toby Swindell,Consumer,Houston,United States,Texas,Central,77041,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Binders,Office Supplies
532,3943,CA-2017-160458,5/27/2017,5/29/2017,Second Class,EH-13945,OFF-PA-10001166,25.92,5,0.2,9.072,Eric Hoffmann,Consumer,Los Angeles,United States,California,West,90049,Xerox 2,Paper,Office Supplies
9576,3944,US-2016-142685,6/23/2016,6/30/2016,Standard Class,MG-17695,OFF-SU-10000157,835.17,7,0.0,16.7034,Maureen Gnade,Consumer,Buffalo,United States,New York,East,14215,Compact Automatic Electric Letter Opener,Supplies,Office Supplies
5187,3945,CA-2016-133144,5/16/2016,5/21/2016,Second Class,DO-13435,OFF-PA-10004971,17.34,3,0.0,8.4966,Denny Ordway,Consumer,Pembroke Pines,United States,Florida,South,33024,Xerox 196,Paper,Office Supplies
265,3946,CA-2017-167871,11/18/2017,11/23/2017,Standard Class,AF-10870,OFF-PA-10001977,44.38399999999999,1,0.2,15.5344,Art Ferguson,Consumer,College Station,United States,Texas,Central,77840,Xerox 194,Paper,Office Supplies
142,3947,CA-2017-167871,11/18/2017,11/23/2017,Standard Class,AF-10870,OFF-SU-10001225,2.944,1,0.2,-0.6624,Art Ferguson,Consumer,College Station,United States,Texas,Central,77840,Staple remover,Supplies,Office Supplies
1637,3948,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,OFF-AR-10003514,6.367999999999999,2,0.2,1.0348,Steve Nguyen,Home Office,Houston,United States,Texas,Central,77041,4009 Highlighters by Sanford,Art,Office Supplies
474,3949,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,OFF-LA-10003510,48.848,2,0.2,15.8756,Steve Nguyen,Home Office,Houston,United States,Texas,Central,77041,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,Office Supplies
1645,3950,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,OFF-PA-10001970,19.648,2,0.2,6.6312,Steve Nguyen,Home Office,Houston,United States,Texas,Central,77041,Xerox 1881,Paper,Office Supplies
1664,3951,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,FUR-CH-10003817,255.108,6,0.3,-18.222,Steve Nguyen,Home Office,Houston,United States,Texas,Central,77041,"Global Value Steno Chair, Gray",Chairs,Furniture
1200,3952,CA-2014-121167,11/28/2014,11/30/2014,Second Class,MO-17500,OFF-BI-10003676,17.248,2,0.2,6.0368,Mary O'Rourke,Consumer,New York City,United States,New York,East,10035,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Binders,Office Supplies
2004,3953,US-2016-151862,3/1/2016,3/8/2016,Standard Class,ON-18715,TEC-PH-10003535,159.984,2,0.2,13.9986,Odella Nelson,Corporate,Eagan,United States,Minnesota,Central,55122,RCA ViSYS 25423RE1 Corded phone,Phones,Technology
1323,3954,CA-2017-152961,1/15/2017,1/19/2017,Standard Class,SC-20095,OFF-PA-10004675,12.7,2,0.0,5.8420000000000005,Sanjit Chand,Consumer,Concord,United States,California,West,94521,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,Office Supplies
8787,3955,CA-2014-133228,4/4/2014,4/9/2014,Standard Class,MS-17710,FUR-FU-10004020,5.47,1,0.0,2.3521,Maurice Satty,Consumer,Mesa,United States,Arizona,West,85204,Advantus Panel Wall Acrylic Frame,Furnishings,Furniture
8342,3956,CA-2014-133228,4/4/2014,4/9/2014,Standard Class,MS-17710,OFF-AR-10001955,79.36,4,0.0,23.808000000000003,Maurice Satty,Consumer,Mesa,United States,Arizona,West,85204,Newell 319,Art,Office Supplies
2620,3957,CA-2016-114951,6/26/2016,7/3/2016,Standard Class,DN-13690,FUR-FU-10002364,22.14,3,0.0,6.4206,Duane Noonan,Consumer,San Francisco,United States,California,West,94122,"Eldon Expressions Wood Desk Accessories, Oak",Furnishings,Furniture
8272,3958,CA-2016-156573,5/29/2016,6/2/2016,Standard Class,RB-19360,OFF-BI-10002414,11.277,3,0.7,-8.6457,Raymond Buch,Consumer,Auburn,United States,New York,East,13021,GBC ProClick Spines for 32-Hole Punch,Binders,Office Supplies
3144,3959,CA-2016-156573,5/29/2016,6/2/2016,Standard Class,RB-19360,OFF-AR-10003732,4.448,2,0.2,0.3336,Raymond Buch,Consumer,Auburn,United States,New York,East,13021,Newell 333,Art,Office Supplies
8277,3960,CA-2016-156573,5/29/2016,6/2/2016,Standard Class,RB-19360,FUR-FU-10001085,44.76,3,0.2,14.547,Raymond Buch,Consumer,Auburn,United States,New York,East,13021,3M Polarizing Light Filter Sleeves,Furnishings,Furniture
9090,3961,CA-2015-113901,10/19/2015,10/24/2015,Standard Class,NH-18610,OFF-BI-10001249,38.28,6,0.0,17.6088,Nicole Hansen,Corporate,Irving,United States,Texas,Central,75061,Avery Heavy-Duty EZD View Binder with Locking Rings,Binders,Office Supplies
3578,3962,CA-2015-113901,10/19/2015,10/24/2015,Standard Class,NH-18610,TEC-PH-10002564,149.95,5,0.0,44.985,Nicole Hansen,Corporate,Irving,United States,Texas,Central,75061,OtterBox Defender Series Case - Samsung Galaxy S4,Phones,Technology
1987,3963,CA-2017-134838,2/19/2017,2/20/2017,First Class,ED-13885,OFF-AR-10000634,12.84,3,0.0,3.4668,Emily Ducich,Home Office,San Diego,United States,California,West,92037,Newell 320,Art,Office Supplies
2493,3964,CA-2017-134838,2/19/2017,2/20/2017,First Class,ED-13885,FUR-FU-10004018,44.67,3,0.0,12.0609,Emily Ducich,Home Office,San Diego,United States,California,West,92037,Tensor Computer Mounted Lamp,Furnishings,Furniture
4787,3965,CA-2016-120257,9/22/2016,9/28/2016,Standard Class,PW-19240,OFF-AR-10003481,7.872000000000001,3,0.2,0.8856,Pierre Wener,Consumer,Louisville,United States,Colorado,West,80027,Newell 348,Art,Office Supplies
2915,3966,CA-2014-164910,11/12/2014,11/17/2014,Second Class,DM-13345,OFF-AR-10003651,7.872000000000001,3,0.2,0.8856,Denise Monton,Corporate,Roswell,United States,Georgia,South,30076,Newell 350,Art,Office Supplies
5491,3967,CA-2016-149902,4/1/2016,4/6/2016,Standard Class,DW-13540,OFF-AR-10002956,88.04,4,0.0,22.8904,Don Weiss,Consumer,Seattle,United States,Washington,West,98105,Boston 16801 Nautilus Battery Pencil Sharpener,Art,Office Supplies
468,3968,CA-2016-146010,5/20/2016,5/23/2016,First Class,EH-14125,OFF-BI-10003638,40.635,7,0.7,-32.508,Eugene Hildebrand,Home Office,Aurora,United States,Illinois,Central,60505,GBC Durable Plastic Covers,Binders,Office Supplies
5660,3969,US-2015-163685,6/1/2015,6/5/2015,Standard Class,KE-16420,OFF-BI-10001890,5.728,8,0.8,-9.1648,Katrina Edelman,Corporate,Bristol,United States,Tennessee,South,37620,Avery Poly Binder Pockets,Binders,Office Supplies
5030,3970,US-2015-163685,6/1/2015,6/5/2015,Standard Class,KE-16420,OFF-PA-10002606,42.24,10,0.2,13.2,Katrina Edelman,Corporate,Bristol,United States,Tennessee,South,37620,Xerox 1928,Paper,Office Supplies
1853,3971,CA-2014-135090,11/22/2014,11/26/2014,Standard Class,SP-20920,OFF-PA-10002245,53.82,9,0.0,24.219,Susan Pistek,Consumer,Los Angeles,United States,California,West,90036,Xerox 1895,Paper,Office Supplies
3797,3972,CA-2015-132374,2/22/2015,2/24/2015,Second Class,PS-19045,OFF-AR-10001615,79.36,4,0.0,20.6336,Penelope Sewall,Home Office,Charlotte,United States,North Carolina,South,28205,Newell 34,Art,Office Supplies
3887,3973,CA-2016-167556,3/29/2016,4/2/2016,Standard Class,JM-15250,OFF-PA-10000466,13.48,2,0.0,6.74,Janet Martin,Consumer,Charlotte,United States,North Carolina,South,28205,"Memo Book, 100 Message Capacity, 5 3/8 x 11",Paper,Office Supplies
3890,3974,CA-2016-167556,3/29/2016,4/2/2016,Standard Class,JM-15250,OFF-BI-10003708,29.8,5,0.2,9.3125,Janet Martin,Consumer,Charlotte,United States,North Carolina,South,28205,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Binders,Office Supplies
1290,3975,CA-2016-167556,3/29/2016,4/2/2016,Standard Class,JM-15250,FUR-FU-10004848,414.0,8,0.0,124.2,Janet Martin,Consumer,Charlotte,United States,North Carolina,South,28205,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furnishings,Furniture
3896,3976,CA-2016-167556,3/29/2016,4/2/2016,Standard Class,JM-15250,OFF-BI-10000320,41.328,7,0.2,14.9814,Janet Martin,Consumer,Charlotte,United States,North Carolina,South,28205,GBC Plastic Binding Combs,Binders,Office Supplies
6308,3977,US-2016-116400,10/22/2016,10/24/2016,First Class,EB-13930,FUR-FU-10003731,39.92,4,0.0,11.1776,Eric Barreto,Consumer,San Francisco,United States,California,West,94110,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furnishings,Furniture
4336,3978,CA-2017-101308,10/2/2017,10/7/2017,Standard Class,FG-14260,OFF-FA-10002780,8.94,3,0.0,4.1124,Frank Gastineau,Home Office,San Francisco,United States,California,West,94110,Staples,Fasteners,Office Supplies
1908,3979,CA-2017-101308,10/2/2017,10/7/2017,Standard Class,FG-14260,TEC-PH-10003800,84.78399999999999,2,0.2,-20.1362,Frank Gastineau,Home Office,San Francisco,United States,California,West,94110,i.Sound Portable Power - 8000 mAh,Phones,Technology
7686,3980,CA-2014-114517,12/23/2014,12/27/2014,Standard Class,TH-21235,FUR-TA-10001676,53.316,2,0.4,-19.5492,Tiffany House,Corporate,Dallas,United States,Texas,Central,75081,Hon 61000 Series Interactive Training Tables,Tables,Furniture
6937,3981,CA-2014-114517,12/23/2014,12/27/2014,Standard Class,TH-21235,OFF-AP-10002350,56.52,3,0.0,15.8256,Tiffany House,Corporate,Dallas,United States,Texas,Central,75081,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Appliances,Office Supplies
9177,3982,CA-2017-119564,12/15/2017,12/20/2017,Standard Class,PL-18925,FUR-FU-10003096,22.77,3,0.0,9.7911,Paul Lucas,Home Office,Chicago,United States,Illinois,Central,60610,"Master Giant Foot Doorstop, Safety Yellow",Furnishings,Furniture
2232,3983,CA-2016-135265,7/7/2016,7/9/2016,Second Class,CC-12370,FUR-CH-10003061,287.968,4,0.2,-3.5996,Christopher Conant,Consumer,Fayetteville,United States,North Carolina,South,28314,"Global Leather Task Chair, Black",Chairs,Furniture
7484,3984,CA-2016-135265,7/7/2016,7/9/2016,Second Class,CC-12370,TEC-CO-10003763,2799.96,5,0.2,944.9865,Christopher Conant,Consumer,Fayetteville,United States,North Carolina,South,28314,Canon PC1060 Personal Laser Copier,Copiers,Technology
2024,3985,CA-2016-135265,7/7/2016,7/9/2016,Second Class,CC-12370,OFF-PA-10002923,48.94,1,0.0,24.47,Christopher Conant,Consumer,Fayetteville,United States,North Carolina,South,28314,Xerox 1942,Paper,Office Supplies
2059,3986,CA-2016-108735,4/17/2016,4/21/2016,Standard Class,JM-15535,FUR-BO-10003441,257.499,3,0.15,24.2352,Jessica Myrick,Consumer,Philadelphia,United States,Pennsylvania,East,19143,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,Furniture
7813,3987,CA-2017-112333,4/8/2017,4/14/2017,Standard Class,KF-16285,OFF-ST-10001780,2591.56,4,0.0,621.9744,Karen Ferguson,Home Office,Manteca,United States,California,West,95336,Tennsco 16-Compartment Lockers with Coat Rack,Storage,Office Supplies
2665,3988,CA-2017-112333,4/8/2017,4/14/2017,Standard Class,KF-16285,OFF-AP-10001962,41.95,5,0.0,10.4875,Karen Ferguson,Home Office,Manteca,United States,California,West,95336,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Appliances,Office Supplies
9234,3989,US-2016-159415,4/17/2016,4/22/2016,Standard Class,CS-12175,FUR-FU-10003798,79.12,5,0.2,13.845999999999998,Charles Sheldon,Corporate,Columbia,United States,Tennessee,South,38401,"Ultra Door Kickplate, 8""H x 34""W",Furnishings,Furniture
6430,3990,CA-2014-122588,11/25/2014,11/27/2014,Second Class,AR-10540,FUR-FU-10001095,52.96,2,0.0,20.1248,Andy Reiter,Consumer,New York City,United States,New York,East,10024,DAX Black Cherry Wood-Tone Poster Frame,Furnishings,Furniture
9571,3991,CA-2014-137589,11/3/2014,11/8/2014,Standard Class,MS-17770,OFF-SU-10000157,286.344,3,0.2,-64.4274,Maxwell Schwartz,Consumer,New York City,United States,New York,East,10035,Compact Automatic Electric Letter Opener,Supplies,Office Supplies
6427,3992,CA-2015-161998,5/1/2015,5/5/2015,Standard Class,DB-13120,FUR-FU-10001095,63.552,3,0.2,14.2992,David Bremer,Corporate,Santa Clara,United States,California,West,95051,DAX Black Cherry Wood-Tone Poster Frame,Furnishings,Furniture
6435,3993,CA-2015-161998,5/1/2015,5/5/2015,Standard Class,DB-13120,OFF-SU-10004261,41.376000000000005,3,0.2,4.6548,David Bremer,Corporate,Santa Clara,United States,California,West,95051,"Fiskars 8"" Scissors, 2/Pack",Supplies,Office Supplies
2543,3994,CA-2015-161998,5/1/2015,5/5/2015,Standard Class,DB-13120,OFF-AR-10004022,172.704,6,0.2,10.794,David Bremer,Corporate,Santa Clara,United States,California,West,95051,Panasonic KP-380BK Classic Electric Pencil Sharpener,Art,Office Supplies
1516,3995,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,FUR-BO-10002916,512.94,3,0.0,97.4586,Dana Kaydos,Consumer,Kenosha,United States,Wisconsin,Central,53142,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Bookcases,Furniture
7762,3996,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,FUR-CH-10002084,860.93,7,0.0,189.4046,Dana Kaydos,Consumer,Kenosha,United States,Wisconsin,Central,53142,Hon Mobius Operator's Chair,Chairs,Furniture
5353,3997,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,TEC-PH-10003012,769.95,5,0.0,223.2855,Dana Kaydos,Consumer,Kenosha,United States,Wisconsin,Central,53142,Nortel Meridian M3904 Professional Digital phone,Phones,Technology
9990,3998,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,OFF-AR-10002704,14.98,1,0.0,4.494,Dana Kaydos,Consumer,Kenosha,United States,Wisconsin,Central,53142,Boston 1900 Electric Pencil Sharpener,Art,Office Supplies
5274,3999,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,FUR-FU-10000308,373.08,6,0.0,82.0776,Dana Kaydos,Consumer,Kenosha,United States,Wisconsin,Central,53142,Deflect-o Glass Clear Studded Chair Mats,Furnishings,Furniture
5764,4000,US-2015-149629,7/17/2015,7/20/2015,Second Class,MP-17965,FUR-BO-10004709,231.92,5,0.2,5.797999999999999,Michael Paige,Corporate,Lawrence,United States,Massachusetts,East,1841,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Bookcases,Furniture
6056,4001,CA-2014-116834,10/11/2014,10/16/2014,Standard Class,Dp-13240,FUR-FU-10001196,63.47,11,0.0,19.041,Dean percer,Home Office,Murray,United States,Utah,West,84107,DAX Cubicle Frames - 8x10,Furnishings,Furniture
6888,4002,CA-2014-116834,10/11/2014,10/16/2014,Standard Class,Dp-13240,TEC-AC-10002942,345.0,5,0.0,58.65,Dean percer,Home Office,Murray,United States,Utah,West,84107,WD My Passport Ultra 1TB Portable External Hard Drive,Accessories,Technology
7746,4003,CA-2016-145730,3/3/2016,3/8/2016,Standard Class,CC-12220,FUR-TA-10004915,637.896,3,0.3,-127.5792,Chris Cortes,Consumer,La Porte,United States,Indiana,Central,46350,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Tables,Furniture
9754,4004,CA-2016-145730,3/3/2016,3/8/2016,Standard Class,CC-12220,TEC-MA-10001016,287.91,3,0.4,33.5895,Chris Cortes,Consumer,La Porte,United States,Indiana,Central,46350,Canon PC170 Desktop Personal Copier,Machines,Technology
7279,4005,CA-2016-145730,3/3/2016,3/8/2016,Standard Class,CC-12220,OFF-EN-10000483,36.6,3,0.2,11.895,Chris Cortes,Consumer,La Porte,United States,Indiana,Central,46350,"White Envelopes, White Envelopes with Clear Poly Window",Envelopes,Office Supplies
5867,4006,US-2015-168732,12/10/2015,12/16/2015,Standard Class,KM-16660,OFF-AR-10003087,1.78,1,0.0,0.4984,Khloe Miller,Consumer,Roswell,United States,Georgia,South,30076,Staples in misc. colors,Art,Office Supplies
6406,4007,US-2015-168732,12/10/2015,12/16/2015,Standard Class,KM-16660,OFF-PA-10000520,25.92,4,0.0,12.4416,Khloe Miller,Consumer,Roswell,United States,Georgia,South,30076,Xerox 201,Paper,Office Supplies
9373,4008,US-2015-168732,12/10/2015,12/16/2015,Standard Class,KM-16660,TEC-AC-10001553,101.94,6,0.0,21.4074,Khloe Miller,Consumer,Roswell,United States,Georgia,South,30076,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Accessories,Technology
1984,4009,CA-2015-107468,12/18/2015,12/22/2015,Standard Class,MK-17905,OFF-AR-10000634,6.848,2,0.2,0.5992,Michael Kennedy,Corporate,Manchester,United States,Connecticut,East,6040,Newell 320,Art,Office Supplies
4372,4010,CA-2017-144463,1/1/2017,1/5/2017,Standard Class,SC-20725,FUR-FU-10001215,474.43,11,0.0,199.2606,Steven Cartwright,Consumer,Wilmington,United States,Delaware,East,19805,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furnishings,Furniture
4842,4011,CA-2017-100811,11/21/2017,11/24/2017,First Class,CC-12475,OFF-PA-10001204,8.448,2,0.2,2.64,Cindy Chapman,Consumer,New York City,United States,New York,East,10024,Xerox 1972,Paper,Office Supplies
6779,4012,CA-2017-100811,11/21/2017,11/24/2017,First Class,CC-12475,OFF-ST-10002444,39.296,4,0.2,3.9296,Cindy Chapman,Consumer,New York City,United States,New York,East,10024,Recycled Eldon Regeneration Jumbo File,Storage,Office Supplies
4410,4013,CA-2015-153612,12/22/2015,12/27/2015,Standard Class,BT-11305,OFF-AR-10000203,17.12,4,0.0,4.9648,Beth Thompson,Home Office,Costa Mesa,United States,California,West,92627,Newell 336,Art,Office Supplies
9161,4014,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,OFF-AP-10000828,542.94,3,0.0,152.0232,Fred Harton,Consumer,Seattle,United States,Washington,West,98105,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,Office Supplies
700,4015,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,OFF-LA-10003190,8.64,3,0.0,4.2336,Fred Harton,Consumer,Seattle,United States,Washington,West,98105,Avery 474,Labels,Office Supplies
9183,4016,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,OFF-PA-10002319,193.8,5,0.0,94.962,Fred Harton,Consumer,Seattle,United States,Washington,West,98105,Xerox 1944,Paper,Office Supplies
6236,4017,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,OFF-PA-10003893,21.4,5,0.0,9.63,Fred Harton,Consumer,Seattle,United States,Washington,West,98105,Xerox 1962,Paper,Office Supplies
2427,4018,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,OFF-PA-10002499,97.88,2,0.0,48.94,Fred Harton,Consumer,Seattle,United States,Washington,West,98105,Xerox 1890,Paper,Office Supplies
4304,4019,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,TEC-AC-10004568,251.91,9,0.0,47.8629,Fred Harton,Consumer,Seattle,United States,Washington,West,98105,Maxell LTO Ultrium - 800 GB,Accessories,Technology
914,4020,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,OFF-AP-10001492,25.86,3,0.0,6.7236,Fred Harton,Consumer,Seattle,United States,Washington,West,98105,"Acco Six-Outlet Power Strip, 4' Cord Length",Appliances,Office Supplies
2815,4021,CA-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645,FUR-CH-10004698,170.058,3,0.3,-4.8588,Anna Andreadi,Consumer,Chester,United States,Pennsylvania,East,19013,"Padded Folding Chairs, Black, 4/Carton",Chairs,Furniture
1718,4022,CA-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645,TEC-PH-10004093,82.78200000000001,3,0.4,-15.1767,Anna Andreadi,Consumer,Chester,United States,Pennsylvania,East,19013,Panasonic Kx-TS550,Phones,Technology
15,4023,CA-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645,FUR-CH-10000454,853.93,5,0.3,0.0,Anna Andreadi,Consumer,Chester,United States,Pennsylvania,East,19013,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs,Furniture
8609,4024,CA-2017-130764,10/27/2017,10/28/2017,First Class,JO-15145,FUR-BO-10003034,556.665,5,0.15,6.549,Jack O'Briant,Corporate,Philadelphia,United States,Pennsylvania,East,19140,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,Furniture
9700,4025,CA-2017-130764,10/27/2017,10/28/2017,First Class,JO-15145,TEC-PH-10003215,95.84,4,0.2,34.742,Jack O'Briant,Corporate,Philadelphia,United States,Pennsylvania,East,19140,Jackery Bar Premium Fast-charging Portable Charger,Phones,Technology
1565,4026,CA-2017-139311,8/11/2017,8/13/2017,First Class,SF-20965,OFF-PA-10001776,29.664,4,0.2,10.0116,Sylvia Foulston,Corporate,Dearborn,United States,Michigan,Central,48126,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Paper,Office Supplies
2527,4027,CA-2017-139311,8/11/2017,8/13/2017,First Class,SF-20965,OFF-AR-10004582,9.184,7,0.2,2.87,Sylvia Foulston,Corporate,Dearborn,United States,Michigan,Central,48126,BIC Brite Liner Grip Highlighters,Art,Office Supplies
258,4028,CA-2017-139311,8/11/2017,8/13/2017,First Class,SF-20965,TEC-PH-10001557,153.584,2,0.2,13.4386,Sylvia Foulston,Corporate,Dearborn,United States,Michigan,Central,48126,Pyle PMP37LED,Phones,Technology
4278,4029,CA-2017-139311,8/11/2017,8/13/2017,First Class,SF-20965,OFF-BI-10004209,12.864,8,0.8,-22.512,Sylvia Foulston,Corporate,Dearborn,United States,Michigan,Central,48126,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders,Office Supplies
9417,4030,CA-2017-124296,12/24/2017,12/28/2017,Standard Class,CS-12355,TEC-MA-10003183,479.97,3,0.0,239.985,Christine Sundaresam,Consumer,Roswell,United States,Georgia,South,30076,DYMO CardScan Personal V9 Business Card Scanner,Machines,Technology
6063,4031,CA-2017-124296,12/24/2017,12/28/2017,Standard Class,CS-12355,FUR-CH-10002439,232.88,4,0.0,60.5488,Christine Sundaresam,Consumer,Roswell,United States,Georgia,South,30076,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Chairs,Furniture
1674,4032,CA-2016-169957,9/26/2016,9/30/2016,Standard Class,SN-20710,OFF-AP-10000576,236.88,6,0.0,66.3264,Steve Nguyen,Home Office,Houston,United States,Texas,Central,77041,Belkin 7 Outlet SurgeMaster II,Appliances,Office Supplies
1681,4033,CA-2016-169957,9/26/2016,9/30/2016,Standard Class,SN-20710,OFF-PA-10004040,29.9,5,0.0,14.651,Steve Nguyen,Home Office,Houston,United States,Texas,Central,77041,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Paper,Office Supplies
1686,4034,CA-2016-169957,9/26/2016,9/30/2016,Standard Class,SN-20710,TEC-AC-10003063,100.0,4,0.0,21.0,Steve Nguyen,Home Office,Houston,United States,Texas,Central,77041,Micro Innovations USB RF Wireless Keyboard with Mouse,Accessories,Technology
4836,4035,US-2016-108777,12/12/2016,12/12/2016,Same Day,JM-15655,OFF-BI-10003982,18.693,3,0.7,-14.3313,Jim Mitchum,Corporate,Bridgeton,United States,New Jersey,East,8302,Wilson Jones Century Plastic Molded Ring Binders,Binders,Office Supplies
2301,4036,US-2016-108777,12/12/2016,12/12/2016,Same Day,JM-15655,TEC-AC-10002567,383.952,6,0.2,76.7904,Jim Mitchum,Corporate,Bridgeton,United States,New Jersey,East,8302,Logitech G602 Wireless Gaming Mouse,Accessories,Technology
6715,4037,CA-2015-148859,12/28/2015,1/1/2016,Standard Class,FH-14350,OFF-ST-10004950,24.816,2,0.2,1.551,Fred Harton,Consumer,Seattle,United States,Washington,West,98105,Acco Perma 3000 Stacking Storage Drawers,Storage,Office Supplies
9410,4038,CA-2014-110786,12/29/2014,1/2/2015,Standard Class,AJ-10795,FUR-FU-10000550,24.9,5,0.0,8.217,Anthony Johnson,Corporate,Saint Petersburg,United States,Florida,South,33710,Stacking Trays by OIC,Furnishings,Furniture
